Subject,Course_Number,Course_Code,Title,Credits,Description,Requisites,Equivalent_To,Additional_Information,Repeatable,Other_Notes,Description_HTML
REES,605,REES 605,Reading and Conference: [Topic],1-16 Credits,A particular selection of material read by a student and discussed in conference with a faculty member.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A particular selection of material read by a student and discussed in conference with a faculty member.<br/><b>Repeatable 99 times</b><br/>
</p>"
REES,606,REES 606,Field Studies: [Topic],1-16 Credits,A series of practical experiences on or off campus to understand principles or develop skills in performing selected tasks.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A series of practical experiences on or off campus to understand principles or develop skills in performing selected tasks.<br/><b>Repeatable 99 times</b><br/>
</p>"
REES,607,REES 607,Seminar: [Topic],1-5 Credits,"A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.<br/><b>Repeatable 99 times</b><br/>
</p>"
REES,608,REES 608,Workshop: [Topic],1-16 Credits,"An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.<br/><b>Repeatable 99 times</b><br/>
</p>"
REES,609,REES 609,Terminal Project,1-12 Credits,A presentation incorporating the knowledge and skills acquired from course work completed for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A presentation incorporating the knowledge and skills acquired from course work completed for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
REES,610,REES 610,Experimental Course: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,101,REL 101,World Religions: Asian Traditions,4 Credits,"Introduction to related religious traditions of Asia, including Hinduism, Buddhism, Daoism, Confucianism and Shinto. Readings in sacred texts and scholarlary literature. Lecture, discussion.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Introduction to related religious traditions of Asia, including Hinduism, Buddhism, Daoism, Confucianism and Shinto. Readings in sacred texts and scholarlary literature. Lecture, discussion.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,102,REL 102,World Religions: Near Eastern Traditions,4 Credits,"Introduction to the Abrahamic religions of Judaism, Christianity, Islam and to related traditions such as the Zoroastrian, Manichaean, Mandean, Baha'i. Lecture, discussion.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Introduction to the Abrahamic religions of Judaism, Christianity, Islam and to related traditions such as the Zoroastrian, Manichaean, Mandean, Baha'i. Lecture, discussion.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,199,REL 199,Special Studies: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,211,REL 211,Early Judaism,4 Credits,"In this course we will study the history, literature, and cultural and religious development of Judaism from the biblical period to the early rabbinic period (roughly until 500 CE). We will survey the foundational biblical heritage, with an emphasis on how Jews reinterpreted these traditions and lived among other cultures.",,,Social Science Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
In this course we will study the history, literature, and cultural and religious development of Judaism from the biblical period to the early rabbinic period (roughly until 500 CE). We will survey the foundational biblical heritage, with an emphasis on how Jews reinterpreted these traditions and lived among other cultures.<br/><b>Additional Information:</b><br/> Social Science Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,222,REL 222,Introduction to the Bible I,4 Credits,"The focus of this course is on the content and organization of the Hebrew scriptures (Old Testament)--highlighting the themes, streams of tradition, literary genres, etc., in the development of its ideas, ideals, and religious expression. This course provides an introduction to the scholarly methods and research tools used in biblical studies, specifically, and in religious studies as a whole.",,,Arts & Letters Area,,,"<p class=""courseblockdesc"">
The focus of this course is on the content and organization of the Hebrew scriptures (Old Testament)--highlighting the themes, streams of tradition, literary genres, etc., in the development of its ideas, ideals, and religious expression. This course provides an introduction to the scholarly methods and research tools used in biblical studies, specifically, and in religious studies as a whole.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/>
</p>"
REL,223,REL 223,Introduction to the Bible II,4 Credits,Examination of the written traditions of early Christianity with an emphasis on the New Testament.,,,Arts & Letters Area,,,"<p class=""courseblockdesc"">
Examination of the written traditions of early Christianity with an emphasis on the New Testament.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/>
</p>"
REL,233,REL 233,Introduction to Islam,4 Credits,"Islamic religious tradition, beginnings to present. Pre-Islamic Arabia, Prophet Muhammed, pillars of Islam, ethics and piety, Sunni-Shiite divide, reform and renewal movements.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Islamic religious tradition, beginnings to present. Pre-Islamic Arabia, Prophet Muhammed, pillars of Islam, ethics and piety, Sunni-Shiite divide, reform and renewal movements.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,302,REL 302,Chinese Religions,4 Credits,"Prehistoric roots of Chinese religion, Confucius and his followers, philosophical Taoism, Han Confucianism, religious Taoism, Chinese Buddhism, Neo-Confucianism, religion in China today.",,,Social Science Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Prehistoric roots of Chinese religion, Confucius and his followers, philosophical Taoism, Han Confucianism, religious Taoism, Chinese Buddhism, Neo-Confucianism, religion in China today.<br/><b>Additional Information:</b><br/> Social Science Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,303,REL 303,Japanese Religions,4 Credits,"Early Shinto and its developments, Japanese Buddhism, transformation of Taoism and Confucianism, medieval Shinto, religion in the Tokugawa period, Nationalistic Shinto, folk religion, new religions.",,,Social Science Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Early Shinto and its developments, Japanese Buddhism, transformation of Taoism and Confucianism, medieval Shinto, religion in the Tokugawa period, Nationalistic Shinto, folk religion, new religions.<br/><b>Additional Information:</b><br/> Social Science Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,304,REL 304,Religions of India,4 Credits,"An introduction to the major religious traditions of the Indian subcontinent: Hinduism and Buddhism, and more briefly Sikhism and Jainism.",,,Social Science Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
An introduction to the major religious traditions of the Indian subcontinent: Hinduism and Buddhism, and more briefly Sikhism and Jainism.<br/><b>Additional Information:</b><br/> Social Science Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,317,REL 317,Jesus and the Gospels,4 Credits,This course focuses on the historical figure Jesus of Nazareth and the stories people have told about him in ancient literature and modern scholarship.,,,Arts & Letters Area,,,"<p class=""courseblockdesc"">
This course focuses on the historical figure Jesus of Nazareth and the stories people have told about him in ancient literature and modern scholarship.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/>
</p>"
REL,321,REL 321,History of Christianity I,4 Credits,"Course of Christian history in East and West; relations between spirituality, doctrine, and institutional forms. Covers the ancient period, from the Apostolic Fathers to the Islamic conquests (90–650).",,,Social Science Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Course of Christian history in East and West; relations between spirituality, doctrine, and institutional forms. Covers the ancient period, from the Apostolic Fathers to the Islamic conquests (90–650).<br/><b>Additional Information:</b><br/> Social Science Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,322,REL 322,History of Christianity II,4 Credits,"Course of Christian history in East and West; relations between spirituality, doctrine, and institutional forms. Covers medieval Western Christianity, from the Germanic invasions to the Reformation (400–1500).",,,Social Science Area,,,"<p class=""courseblockdesc"">
Course of Christian history in East and West; relations between spirituality, doctrine, and institutional forms. Covers medieval Western Christianity, from the Germanic invasions to the Reformation (400–1500).<br/><b>Additional Information:</b><br/> Social Science Area<br/>
</p>"
REL,323,REL 323,History of Christianity III,4 Credits,"Course of Christian history in East and West; relations between spirituality, doctrine, and institutional forms. Covers modern Western Christianity, from the Reformation to the present (1500 to the present).",,,Social Science Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Course of Christian history in East and West; relations between spirituality, doctrine, and institutional forms. Covers modern Western Christianity, from the Reformation to the present (1500 to the present).<br/><b>Additional Information:</b><br/> Social Science Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,324,REL 324,History of Eastern Christianity I,4 Credits,Byzantine Christianity from the founding of the Christian Roman Empire to the Fall of Constantinople in the 15th century.,,,Social Science Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Byzantine Christianity from the founding of the Christian Roman Empire to the Fall of Constantinople in the 15th century.<br/><b>Additional Information:</b><br/> Social Science Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,325,REL 325,History of Eastern Christianity II,4 Credits,The Eastern churches from the 15th century to the present.,,,Social Science Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
The Eastern churches from the 15th century to the present.<br/><b>Additional Information:</b><br/> Social Science Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,335,REL 335,Introduction to the Qur'an,4 Credits,An introduction to the nature of the Qur'an and the various ways it has been interpreted throughout history by both Muslims and non-Muslims.,,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
An introduction to the nature of the Qur'an and the various ways it has been interpreted throughout history by both Muslims and non-Muslims.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,353,REL 353,"Dark Self, East and West",4 Credits,"Comparative examination of selfhood in Eastern and Western religious thought and cultural contexts. Focus on dark side or problematic dimensions of Buddhist, Christian, Daoist, Jewish, and other thought.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Comparative examination of selfhood in Eastern and Western religious thought and cultural contexts. Focus on dark side or problematic dimensions of Buddhist, Christian, Daoist, Jewish, and other thought.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,355,REL 355,Mysticism,4 Credits,The experiential or mystical dimensions of the three major Abrahamic faiths. Exploration of the original writings of men and women from each spiritual tradition.,,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
The experiential or mystical dimensions of the three major Abrahamic faiths. Exploration of the original writings of men and women from each spiritual tradition.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,357,REL 357,"War, Terrorism, and Religion",4 Credits,"Offers an examination of the theme of war, terrorism, and religion, focusing on cases of religiously motivated acts of violence in the contemporary era.",,,Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Offers an examination of the theme of war, terrorism, and religion, focusing on cases of religiously motivated acts of violence in the contemporary era.<br/><b>Additional Information:</b><br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,359,REL 359,Religion After Atheism,4 Credits,"Atheist critiques of religion, analyses of secularism from multiple disciplinary perspectives, and responses to atheism and secularism by modernist Christian, Muslim, and Buddhist writers.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Atheist critiques of religion, analyses of secularism from multiple disciplinary perspectives, and responses to atheism and secularism by modernist Christian, Muslim, and Buddhist writers.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,399,REL 399,Special Studies: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,401,REL 401,Research: [Topic],1-4 Credits,Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,403,REL 403,Thesis,1-4 Credits,A written document resulting from study or research and submitted as a major requirement for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A written document resulting from study or research and submitted as a major requirement for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,405,REL 405,Reading and Conference: [Topic],1-4 Credits,A particular selection of material read by a student and discussed in conference with a faculty member.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A particular selection of material read by a student and discussed in conference with a faculty member.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,407,REL 407,Seminar: [Topic],1-4 Credits,"A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,408,REL 408,Workshop: [Topic],1-12 Credits,"An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,409,REL 409,Terminal Project,1-12 Credits,A presentation incorporating the knowledge and skills acquired from course work completed for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A presentation incorporating the knowledge and skills acquired from course work completed for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,410,REL 410,Experimental Course: [Topic],1-4 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,411,REL 411,Making Sense of Religion,4 Credits,"History of the study of religion, from the late 19th century to the present, as an expression of society, agent of oppression, psychological experience, symbolic system, and Western concept. Junior standing required.",,,,,,"<p class=""courseblockdesc"">
History of the study of religion, from the late 19th century to the present, as an expression of society, agent of oppression, psychological experience, symbolic system, and Western concept. Junior standing required.<br/>
</p>"
REL,414,REL 414,Biblical Book: [Topic],4 Credits,"Close reading of one or more books of the Judeo-Christian Bible in literary, historical, and cultural contexts; history of interpretation; and critical scholarship.",,,,Repeatable 2 times for a maximum of 12 credits when topic changes,,"<p class=""courseblockdesc"">
Close reading of one or more books of the Judeo-Christian Bible in literary, historical, and cultural contexts; history of interpretation; and critical scholarship.<br/><b>Repeatable 2 times for a maximum of 12 credits when topic changes</b><br/>
</p>"
REL,432,REL 432,Islamic Mysticism: [Topic],4 Credits,"Inner dimensions of Islamic piety and righteousness, from the Koranic and prophetic foundations to principal thinkers in the medieval Arabic and Persian Sufi traditions.",,,,Repeatable 2 times for a maximum of 12 credits,,"<p class=""courseblockdesc"">
Inner dimensions of Islamic piety and righteousness, from the Koranic and prophetic foundations to principal thinkers in the medieval Arabic and Persian Sufi traditions.<br/><b>Repeatable 2 times for a maximum of 12 credits</b><br/>
</p>"
REL,440,REL 440,Readings in Buddhist Scriptures,4 Credits,Readings in representative scriptures in English translation. Selection based on their import in development of Indian Buddhist philosophy and their impact on evolution of East Asian forms of Buddhism.,,,Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Readings in representative scriptures in English translation. Selection based on their import in development of Indian Buddhist philosophy and their impact on evolution of East Asian forms of Buddhism.<br/><b>Additional Information:</b><br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,444,REL 444,Medieval Japanese Buddhism,4 Credits,Medieval Japanese Buddhism of the 12th and 13th centuries. Examination of religious thought and cultural history including Zen and Pure Land.,,,Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Medieval Japanese Buddhism of the 12th and 13th centuries. Examination of religious thought and cultural history including Zen and Pure Land.<br/><b>Additional Information:</b><br/> Cultural Literacy: Global Perspectives<br/>
</p>"
REL,507,REL 507,Seminar: [Topic],1-4 Credits,"A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,508,REL 508,Workshop: [Topic],1-12 Credits,"An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,510,REL 510,Experimental Course: [Topic],1-4 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,511,REL 511,Making Sense of Religion,4 Credits,"History of the study of religion, from the late 19th century to the present, as an expression of society, agent of oppression, psychological experience, symbolic system, and Western concept.",,,,,,"<p class=""courseblockdesc"">
History of the study of religion, from the late 19th century to the present, as an expression of society, agent of oppression, psychological experience, symbolic system, and Western concept.<br/>
</p>"
REL,514,REL 514,Biblical Book: [Topic],4 Credits,"Close reading of one or more books of the Judeo-Christian Bible in literary, historical, and cultural contexts; history of interpretation; and critical scholarship.",,,,Repeatable 2 times for a maximum of 12 credits when topic changes,,"<p class=""courseblockdesc"">
Close reading of one or more books of the Judeo-Christian Bible in literary, historical, and cultural contexts; history of interpretation; and critical scholarship.<br/><b>Repeatable 2 times for a maximum of 12 credits when topic changes</b><br/>
</p>"
REL,532,REL 532,Islamic Mysticism: [Topic],4 Credits,"Inner dimensions of Islamic piety and righteousness, from the Koranic and prophetic foundations to principal thinkers in the medieval Arabic and Persian Sufi traditions.",,,,Repeatable 2 times for a maximum of 12 credits,,"<p class=""courseblockdesc"">
Inner dimensions of Islamic piety and righteousness, from the Koranic and prophetic foundations to principal thinkers in the medieval Arabic and Persian Sufi traditions.<br/><b>Repeatable 2 times for a maximum of 12 credits</b><br/>
</p>"
REL,540,REL 540,Readings in Buddhist Scriptures,4 Credits,Readings in representative scriptures in English translation. Selection based on their import in development of Indian Buddhist philosophy and their impact on evolution of East Asian forms of Buddhism.,,,,,,"<p class=""courseblockdesc"">
Readings in representative scriptures in English translation. Selection based on their import in development of Indian Buddhist philosophy and their impact on evolution of East Asian forms of Buddhism.<br/>
</p>"
REL,544,REL 544,Medieval Japanese Buddhism,4 Credits,Medieval Japanese Buddhism of the 12th and 13th centuries. Examination of religious thought and cultural history including Zen and Pure Land.,,,,,,"<p class=""courseblockdesc"">
Medieval Japanese Buddhism of the 12th and 13th centuries. Examination of religious thought and cultural history including Zen and Pure Land.<br/>
</p>"
REL,605,REL 605,Reading and Conference: [Topic],1-16 Credits,A particular selection of material read by a student and discussed in conference with a faculty member.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A particular selection of material read by a student and discussed in conference with a faculty member.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,608,REL 608,Workshop: [Topic],1-16 Credits,"An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.<br/><b>Repeatable 99 times</b><br/>
</p>"
REL,609,REL 609,Terminal Project,1-16 Credits,A presentation incorporating the knowledge and skills acquired from course work completed for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A presentation incorporating the knowledge and skills acquired from course work completed for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,151,RL 151,Mediterranean Foodways,4 Credits,"Mediterranean foodways show how Italy, France, and Spain connect through common politics, geography and trade routes. This course uses food as a lens to introduce you to Southern European culture and to examine broader questions of national identity in global Europe.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Mediterranean foodways show how Italy, France, and Spain connect through common politics, geography and trade routes. This course uses food as a lens to introduce you to Southern European culture and to examine broader questions of national identity in global Europe.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RL,199,RL 199,Special Studies: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,399,RL 399,Special Studies: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,404,RL 404,Bilingual Internship,2 Credits,Bilingual internship opportunity in area schools or community agencies for students of French or Spanish.,Prereq: third-year language competence.,,,Repeatable 1 time for a maximum of 4 credits,,"<p class=""courseblockdesc"">
Bilingual internship opportunity in area schools or community agencies for students of French or Spanish.<br/><b>Requisites:</b> Prereq: third-year language competence.<br/><b>Repeatable 1 time for a maximum of 4 credits</b><br/>
</p>"
RL,407,RL 407,Seminar: [Topic],1-5 Credits,"Changing topics on issues relevant to study in two or more Romance languages. Recent topics include Travel Writing, Testimonial Writing, Caribbean Women Writers.",Prereq: One 300-level literature course in any Romance language.,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Changing topics on issues relevant to study in two or more Romance languages. Recent topics include Travel Writing, Testimonial Writing, Caribbean Women Writers.<br/><b>Requisites:</b> Prereq: One 300-level literature course in any Romance language.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,410,RL 410,Experimental Course: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,503,RL 503,Thesis,1-16 Credits,A written document resulting from study or research and submitted as a major requirement for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A written document resulting from study or research and submitted as a major requirement for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,507,RL 507,Seminar: [Topic],1-5 Credits,Changing topics on issues relevant to study in two or more Romance languages. A recent topic is Travel Literature.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Changing topics on issues relevant to study in two or more Romance languages. A recent topic is Travel Literature.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,510,RL 510,Experimental Course: [Topic],1-5 Credits,Experimental course - topic varies.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Experimental course - topic varies.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,601,RL 601,Research: [Topic],1-6 Credits,Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,603,RL 603,Dissertation,1-16 Credits,A written document resulting from study or research and submitted as a major requirement for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A written document resulting from study or research and submitted as a major requirement for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,604,RL 604,Bilingual Internship,2 Credits,A bilingual internship opportunity in area schools or community agencies for students of French or Spanish.,Prereq: third-year language competence.,,,Repeatable 2 times for a maximum of 6 credits,,"<p class=""courseblockdesc"">
A bilingual internship opportunity in area schools or community agencies for students of French or Spanish.<br/><b>Requisites:</b> Prereq: third-year language competence.<br/><b>Repeatable 2 times for a maximum of 6 credits</b><br/>
</p>"
RL,605,RL 605,Reading and Conference: [Topic],1-6 Credits,A particular selection of material read by a student and discussed in conference with a faculty member.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A particular selection of material read by a student and discussed in conference with a faculty member.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,607,RL 607,Seminar: [Topic],1-6 Credits,"A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A small group of students studying a subject with a faculty member. Although practices vary, students may do original research and exchange results through informal lectures, reports, and discussions.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,608,RL 608,Workshop: [Topic],1-16 Credits,Teaching Methods offered fall term only. Other workshops may be offered.,,,,Repeatable 99 times when topic changes,,"<p class=""courseblockdesc"">
Teaching Methods offered fall term only. Other workshops may be offered.<br/><b>Repeatable 99 times when topic changes</b><br/>
</p>"
RL,609,RL 609,Terminal Project,1-16 Credits,A presentation incorporating the knowledge and skills acquired from course work completed for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A presentation incorporating the knowledge and skills acquired from course work completed for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
RL,620,RL 620,Graduate Study in Romance Languages,2-4 Credits,"Discussion of purposes, problems, and methods of graduate study in Romance languages. Elements of critical method, research techniques, scholarly writing, and professional development.",,,,,,"<p class=""courseblockdesc"">
Discussion of purposes, problems, and methods of graduate study in Romance languages. Elements of critical method, research techniques, scholarly writing, and professional development.<br/>
</p>"
RL,623,RL 623,Romance Languages Colloquium: [Topic],2-4 Credits,Seminar organized around a series of speakers exposes students to critical and theoretical issues central to the study of Romance languages and literatures.,,,,Repeatable 6 times for a maximum of 28 credits,,"<p class=""courseblockdesc"">
Seminar organized around a series of speakers exposes students to critical and theoretical issues central to the study of Romance languages and literatures.<br/><b>Repeatable 6 times for a maximum of 28 credits</b><br/>
</p>"
RL,636,RL 636,Teaching and Learning Romance Languages,4 Credits,"Specialized training in teaching and learning French, Italian, and Spanish.",,,,,,"<p class=""courseblockdesc"">
Specialized training in teaching and learning French, Italian, and Spanish.<br/>
</p>"
RUSS,101,RUSS 101,First-Year Russian,5 Credits,"Elementary Russian grammar, conversation, reading, and composition.",,,,,,"<p class=""courseblockdesc"">
Elementary Russian grammar, conversation, reading, and composition.<br/>
</p>"
RUSS,102,RUSS 102,First-Year Russian,5 Credits,"Elementary Russian grammar, conversation, reading, and composition.",Prereq: RUSS 101.,,,,,"<p class=""courseblockdesc"">
Elementary Russian grammar, conversation, reading, and composition.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=RUSS%20101"" onclick=""return showCourse(this, 'RUSS 101');"" title=""RUSS 101"">RUSS 101</a>.<br/>
</p>"
RUSS,103,RUSS 103,First-Year Russian,5 Credits,"Elementary Russian grammar, conversation, reading, and composition.",Prereq: RUSS 102.,,,,,"<p class=""courseblockdesc"">
Elementary Russian grammar, conversation, reading, and composition.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=RUSS%20102"" onclick=""return showCourse(this, 'RUSS 102');"" title=""RUSS 102"">RUSS 102</a>.<br/>
</p>"
RUSS,196,RUSS 196,Field Studies: [Topic],1-2 Credits,A series of practical experiences on or off campus to understand principles or develop skills in performing selected tasks.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A series of practical experiences on or off campus to understand principles or develop skills in performing selected tasks.<br/><b>Repeatable 99 times</b><br/>
</p>"
